TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
14;false;2;true;on ;low ;false;
43;false;5;false;on ;low ;false;
85;false;5;false;on ;low ;false;
104;false;2;true;on ;low ;false;
151;true;0;false;off ;low ;true;REQ005REQ009
179;true;11;false;off ;high ;false;REQ001REQ002REQ008
191;true;7;true;on ;low ;false;REQ004REQ003REQ010
239;true;5;true;on ;low ;false;
273;false;11;true;off ;high ;false;REQ001REQ002REQ011
316;false;7;true;on ;low ;false;REQ004REQ003REQ010
363;false;7;true;on ;low ;false;
403;true;0;false;off ;low ;true;REQ005REQ009
417;true;7;false;off ;low ;true;
466;true;7;true;on ;low ;false;REQ006REQ010
502;true;2;true;on ;low ;false;
546;false;5;false;on ;low ;false;
560;true;8;true;on ;low ;false;
609;true;11;true;off ;high ;false;REQ001REQ011REQ002
637;true;0;true;on ;low ;false;REQ004REQ003REQ010
677;false;2;true;on ;low ;false;
693;true;0;false;off ;low ;true;REQ005REQ009
728;false;8;false;off ;low ;true;
754;true;2;false;off ;low ;true;
803;false;2;false;off ;low ;true;
831;true;2;false;off ;low ;true;
843;false;9;false;off ;permitted ;true;REQ001
867;false;10;true;off ;high ;false;REQ006REQ002
881;false;2;true;on ;low ;false;REQ004REQ003REQ010
910;false;6;true;on ;low ;false;
951;false;7;false;on ;low ;false;
988;false;1;false;on ;low ;false;
1003;false;10;true;off ;high ;false;REQ001REQ002REQ011
1022;false;8;false;on ;low ;false;REQ004REQ003REQ010
1032;true;1;false;off ;low ;true;REQ005REQ009
1050;false;9;true;off ;permitted ;false;REQ001REQ006
1081;false;5;false;on ;low ;false;REQ003REQ010
