TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
25;false;false;false;true;1;REQ002
37;true;true;true;true;1;
50;false;false;true;true;0;REQ001
99;true;false;false;true;4;REQ005
118;false;true;false;false;5;REQ007
160;true;true;true;false;5;REQ008
211;true;false;true;false;4;REQ005
255;true;true;false;true;4;REQ006
279;false;false;false;false;3;REQ004
309;true;false;true;true;4;REQ005
320;false;false;false;false;3;REQ004
337;false;false;false;false;3;REQ004
372;false;false;true;true;0;REQ001
399;false;true;true;true;5;REQ007
447;false;false;false;true;1;REQ002
458;true;true;false;true;1;
503;false;false;true;false;2;REQ003
518;false;true;false;true;5;REQ007
565;true;false;false;true;4;REQ005
600;false;false;true;false;2;REQ003
630;true;true;false;true;2;
679;true;true;true;true;2;
727;true;false;false;false;4;REQ005
755;true;false;true;true;4;REQ005
785;false;false;false;true;1;REQ002
