TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;true;false;0;0;
6;false;false;0;0;
8;false;false;0;0;
11;false;true;0;0;
14;false;false;0;0;
16;true;false;3;0;REQ002
19;true;true;3;0;
22;false;true;3;0;
25;true;true;3;0;
27;true;true;1;1;REQ004
30;false;true;1;1;
32;true;false;1;1;
35;true;false;1;1;
38;true;true;0;1;REQ001
40;false;true;0;1;
43;true;true;0;1;
46;true;true;0;1;
49;false;true;0;1;
51;false;false;0;1;
53;false;false;0;1;
55;false;false;0;1;
58;false;true;0;1;
61;false;false;0;1;
64;true;true;0;1;
67;false;true;0;1;
69;false;true;0;1;
71;false;false;0;1;
73;true;false;2;1;REQ003
76;false;true;2;1;
79;false;false;2;1;
82;false;false;2;1;
