TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
297;1;0;79;2;0;REQ012
574;1;1;80;2;1;REQ013
796;1;1;81;1;1;REQ007REQ002
1050;0;1;79;2;1;REQ001
1271;1;2;81;0;0;REQ002REQ012REQ004
1513;1;2;79;2;0;REQ001
1768;1;0;81;0;0;REQ004
2092;0;0;79;2;0;REQ001
2413;1;2;81;0;0;REQ004REQ012
2675;0;1;80;2;1;REQ010REQ001
2960;1;2;80;2;0;REQ012
3242;0;0;79;2;0;
3545;0;1;81;1;1;REQ004REQ010REQ002
3809;0;2;80;2;3;REQ001REQ011
4083;1;2;81;0;0;REQ008REQ003REQ012REQ004
4374;0;1;81;1;1;REQ010REQ002
4612;0;0;81;1;1;REQ002
4936;0;1;81;1;1;REQ010
5229;1;2;79;2;0;REQ001REQ012
5533;1;2;80;2;0;
5768;0;2;79;2;3;REQ017
5998;0;2;79;2;3;
6323;0;1;81;1;1;REQ003REQ010REQ002
6602;1;1;81;0;0;REQ012REQ004
6939;0;1;80;2;1;REQ016REQ001
