TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
15;false;7;true;on ;low ;false;
62;true;3;true;on ;low ;false;
87;false;8;false;on ;low ;false;
130;true;9;false;off ;permitted ;true;REQ005REQ001REQ011
171;false;2;false;off ;low ;true;REQ003
204;false;11;true;off ;high ;false;REQ006REQ001REQ002
217;false;0;true;on ;low ;false;REQ004REQ003REQ010
239;true;8;true;on ;low ;false;
250;true;5;true;on ;low ;false;
295;false;4;false;on ;low ;false;
345;false;2;false;on ;low ;false;
365;false;11;true;off ;high ;false;REQ001REQ011REQ002
400;false;7;false;on ;low ;false;REQ004REQ003REQ010
431;false;2;false;on ;low ;false;
479;true;1;false;off ;low ;true;REQ005REQ009
523;false;5;false;off ;low ;true;
571;false;8;false;off ;low ;true;
598;false;8;false;off ;low ;true;
640;false;7;true;on ;low ;false;REQ006REQ010
680;false;10;true;off ;high ;false;REQ001REQ011REQ002
712;false;2;false;on ;low ;false;REQ004REQ003REQ010
731;true;7;true;on ;low ;false;
778;false;0;false;on ;low ;false;
818;true;2;true;on ;low ;false;
854;false;0;true;on ;low ;false;
885;false;0;false;on ;low ;false;
914;false;6;false;on ;low ;false;
930;false;11;false;off ;high ;false;REQ001REQ002REQ011
980;false;7;false;on ;low ;false;REQ004REQ003REQ010
1014;false;4;true;on ;low ;false;
1045;true;2;true;on ;low ;false;
1055;true;10;false;off ;high ;false;REQ001REQ002REQ011
1086;true;11;true;off ;high ;false;
1098;true;3;false;on ;low ;false;REQ004REQ003REQ010
1124;true;3;true;on ;low ;false;
1174;true;9;true;off ;permitted ;false;REQ001REQ011
