TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;true;0;0;
8;true;false;0;0;
10;true;true;0;0;
13;true;true;0;0;
16;true;false;0;0;
18;false;true;0;0;
21;false;true;0;0;
24;true;false;0;0;
27;false;true;0;0;
30;true;true;0;0;
33;true;true;0;0;
35;false;false;0;0;
38;true;false;2;0;REQ003
41;false;false;2;0;
44;false;true;2;0;
47;false;true;2;0;
49;true;true;2;0;
52;true;false;2;0;
54;true;true;2;0;
57;true;false;2;0;
60;false;true;2;0;
62;true;false;2;0;
64;false;false;2;0;
66;true;true;2;0;
68;false;false;1;0;REQ005
71;true;false;1;0;
74;false;false;1;0;
76;true;true;0;0;REQ001
79;false;false;0;0;
81;false;false;0;0;
83;true;false;3;0;REQ002
