TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
25;false;true;false;false;5;REQ007
50;false;true;true;false;5;REQ007
92;false;false;false;true;1;REQ002
106;true;false;true;true;4;REQ005
128;true;true;true;false;4;REQ006
143;true;false;false;false;4;REQ005
161;true;true;true;true;4;REQ006
202;false;false;true;true;0;REQ001
225;true;false;false;true;4;REQ005
249;false;true;false;false;5;REQ007
293;true;false;false;false;4;REQ005
342;false;false;true;true;0;REQ001
377;false;true;false;true;5;REQ007
391;true;true;true;false;5;REQ008
435;false;false;true;true;0;REQ001
448;false;true;true;false;5;REQ007
463;true;true;true;true;5;REQ008
495;false;false;true;false;2;REQ003
537;false;false;true;true;0;REQ001
551;false;false;false;true;1;REQ002
583;false;true;false;false;5;REQ007
604;false;false;true;true;0;REQ001
653;false;true;true;true;5;REQ007
677;false;false;true;true;0;REQ001
721;false;true;true;true;5;REQ007
