TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
255;1;0;80;2;0;REQ012
565;0;2;81;3;3;REQ009REQ004REQ011REQ003
836;0;0;79;2;3;REQ001
1087;1;1;79;2;0;REQ012
1340;1;0;80;2;0;
1648;0;2;79;2;3;REQ011
1900;0;2;81;3;3;REQ003
2237;0;1;81;1;1;REQ003REQ010REQ002
2499;1;0;81;0;0;REQ002REQ012REQ004
2751;0;0;79;2;0;REQ001
3047;0;0;81;0;0;REQ009REQ004
3334;1;2;79;2;0;REQ012REQ001
3634;1;0;79;2;0;
3857;1;1;81;1;1;REQ013REQ002
4137;0;0;79;2;1;REQ001
4451;1;1;80;2;0;REQ012
4691;1;1;81;0;0;REQ009REQ004
4964;0;0;79;2;0;REQ001
5217;1;1;80;2;0;REQ012
5478;1;0;80;2;0;
5741;0;1;81;1;1;REQ004REQ010REQ002
5979;1;2;80;2;0;REQ001REQ012
6231;0;1;80;2;1;REQ010
6554;0;2;80;2;3;REQ011
6839;1;1;80;2;0;REQ012
