TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
11;false;true;true;false;5;REQ007
48;false;false;true;true;0;REQ001
78;true;true;true;false;0;
92;false;false;true;true;0;REQ001
107;false;false;false;false;3;REQ004
155;true;true;true;true;3;
188;true;false;false;true;4;REQ005
223;false;true;false;false;5;REQ007
269;true;false;false;true;4;REQ005
284;true;true;true;false;4;REQ006
319;true;true;false;true;4;
338;true;true;true;true;4;
388;true;false;true;true;4;REQ005
406;false;false;false;true;1;REQ002
437;true;false;false;true;4;REQ005
477;false;false;true;true;0;REQ001
491;false;true;true;false;5;REQ007
511;false;true;false;true;5;REQ007
538;true;false;false;false;4;REQ005
566;true;true;true;true;4;REQ006
597;true;true;false;false;4;
619;false;true;true;true;5;REQ007
656;true;true;false;true;5;REQ008
673;true;true;true;false;5;
702;true;false;true;true;4;REQ005
