TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
27;true;true;true;true;3;
61;true;true;false;false;3;
78;true;true;true;true;3;
117;false;true;true;false;5;REQ007
147;false;true;false;true;5;REQ007
157;false;true;false;true;5;REQ007
182;true;false;true;true;4;REQ005
223;false;false;false;true;1;REQ002
247;false;true;false;true;5;REQ007
279;false;false;false;false;3;REQ004
289;true;false;false;true;4;REQ005
331;false;false;true;false;2;REQ003
368;false;false;false;true;1;REQ002
398;false;true;false;true;5;REQ007
445;false;true;false;false;5;REQ007
466;true;false;true;true;4;REQ005
507;true;false;false;true;4;REQ005
530;false;false;false;false;3;REQ004
553;true;false;false;false;4;REQ005
576;true;false;false;true;4;REQ005
598;true;false;true;false;4;REQ005
633;true;true;false;false;4;REQ006
658;true;false;true;false;4;REQ005
682;true;false;false;true;4;REQ005
718;false;true;false;true;5;REQ007
