TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
42;false;true;true;true;5;REQ007
56;false;true;false;true;5;REQ007
76;false;true;true;false;5;REQ007
111;true;false;false;false;4;REQ005
144;true;true;true;true;4;REQ006
170;true;false;false;false;4;REQ005
179;false;true;false;true;5;REQ007
224;false;false;true;false;2;REQ003
239;true;false;false;false;4;REQ005
272;true;false;false;false;4;REQ005
317;false;false;false;true;1;REQ002
366;false;true;false;false;5;REQ007
389;true;false;false;false;4;REQ005
406;false;true;false;false;5;REQ007
448;true;true;true;true;5;REQ008
460;false;false;true;true;0;REQ001
476;false;true;true;true;5;REQ007
526;false;false;false;false;3;REQ004
558;true;false;false;false;4;REQ005
587;false;false;false;true;1;REQ002
631;false;false;false;true;1;REQ002
661;true;true;true;false;1;
674;false;true;false;true;5;REQ007
702;true;true;false;false;5;REQ008
735;false;false;false;true;1;REQ002
