TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
30;true;0;false;off ;low ;true;REQ005REQ009
77;true;7;true;on ;low ;false;REQ006REQ010
90;true;1;true;on ;low ;false;
140;true;9;false;off ;permitted ;false;REQ001REQ011
179;true;9;true;off ;permitted ;false;
215;false;0;false;on ;low ;false;REQ003REQ010
254;false;2;true;on ;low ;false;
265;false;8;false;on ;low ;false;
277;false;7;false;on ;low ;false;
304;false;1;true;on ;low ;false;
334;false;11;true;off ;high ;false;REQ001REQ011REQ002
360;false;0;true;on ;low ;false;REQ004REQ003REQ010
391;true;2;true;on ;low ;false;
429;false;0;false;on ;low ;false;
476;false;5;true;on ;low ;false;
487;true;2;false;off ;low ;true;REQ005REQ009
524;true;10;false;off ;high ;false;REQ001REQ002REQ007
547;false;2;false;on ;low ;false;REQ004REQ003REQ010
584;true;8;true;on ;low ;false;
605;false;6;true;on ;low ;false;
629;true;8;true;on ;low ;false;
657;false;4;false;on ;low ;false;
689;true;5;true;on ;low ;false;
710;false;10;true;off ;high ;false;REQ001REQ002REQ011
754;false;2;false;on ;low ;false;REQ004REQ003REQ010
796;false;2;false;on ;low ;false;
822;false;2;false;on ;low ;false;
841;false;2;false;on ;low ;false;
888;true;2;true;on ;low ;false;
937;false;9;true;off ;permitted ;false;REQ001REQ011
950;true;6;true;on ;low ;false;REQ003REQ010
1000;false;4;true;on ;low ;false;
1033;true;7;true;on ;low ;false;
1068;false;10;true;off ;high ;false;REQ001REQ011REQ002
1099;true;3;true;on ;low ;false;REQ004REQ003REQ010
1148;true;9;false;off ;permitted ;false;REQ001REQ011
