TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
39;false;5;true;on ;low ;false;
55;false;5;false;on ;low ;false;
77;false;2;false;on ;low ;false;
86;true;8;true;on ;low ;false;
111;true;3;false;on ;low ;false;
149;false;6;true;on ;low ;false;
158;true;10;false;off ;high ;false;REQ001REQ011REQ002
205;true;11;true;off ;high ;false;
230;false;6;true;on ;low ;false;REQ004REQ003REQ010
263;true;8;true;on ;low ;false;
311;true;4;false;on ;low ;false;
338;true;3;false;on ;low ;false;
367;false;3;true;on ;low ;false;
400;true;8;false;off ;low ;true;REQ005REQ009
417;false;9;false;off ;permitted ;true;REQ001
457;false;2;true;on ;low ;false;REQ003REQ006REQ010
486;false;2;false;on ;low ;false;
511;false;0;false;on ;low ;false;
530;false;4;true;on ;low ;false;
551;true;11;true;off ;high ;false;REQ001REQ002REQ011
581;false;1;false;on ;low ;false;REQ004REQ003REQ010
632;true;7;false;off ;low ;true;REQ005REQ009
654;false;0;true;on ;low ;false;REQ006REQ010
684;false;7;true;on ;low ;false;
704;false;8;true;on ;low ;false;
746;false;3;true;on ;low ;false;
781;true;10;true;off ;high ;false;REQ001REQ002REQ011
791;true;1;false;on ;low ;false;REQ004REQ003REQ010
823;false;0;true;on ;low ;false;
872;true;0;false;off ;low ;true;REQ005REQ009
915;false;6;true;on ;low ;false;REQ006REQ010
965;true;0;false;off ;low ;true;REQ005REQ009
978;false;0;true;on ;low ;false;REQ006REQ010
990;true;8;true;on ;low ;false;
1008;false;9;true;off ;permitted ;false;REQ001REQ011
1028;true;8;true;on ;low ;false;REQ003REQ010
