TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
33;false;true;true;true;5;REQ007
57;false;true;false;true;5;REQ007
79;false;false;true;false;2;REQ003
99;true;true;false;false;2;
117;false;false;true;false;2;REQ003
167;true;true;true;true;2;
206;true;false;true;true;4;REQ005
224;false;true;true;true;5;REQ007
262;false;true;false;false;5;REQ007
278;true;true;false;false;5;REQ008
305;true;true;false;true;5;
348;false;true;true;true;5;REQ007
379;false;false;false;false;3;REQ004
411;true;true;false;true;3;
427;true;false;false;true;4;REQ005
460;true;true;false;false;4;REQ006
483;false;false;true;true;0;REQ001
497;false;true;false;false;5;REQ007
507;false;true;false;false;5;REQ007
528;true;true;false;false;5;REQ008
551;true;false;false;false;4;REQ005
583;false;true;true;false;5;REQ007
625;true;true;false;true;5;REQ008
650;false;true;false;true;5;REQ007
668;true;true;false;true;5;REQ008
