TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
291;1;1;79;2;0;REQ012
576;0;2;81;3;3;REQ009REQ011REQ003
851;1;0;80;2;0;REQ012REQ001
1130;0;0;79;2;0;
1401;0;0;79;2;0;
1720;1;2;80;2;0;REQ012
2020;1;0;80;2;0;
2260;1;1;80;2;1;REQ013
2599;0;2;81;3;3;REQ002REQ011REQ003
2919;1;0;81;0;0;REQ003REQ012REQ004
3146;1;0;80;2;0;REQ001
3440;0;1;80;2;1;REQ010
3737;1;2;80;2;0;REQ012
3978;1;1;81;1;1;REQ004REQ013REQ002
4203;0;1;80;2;1;REQ001
4499;0;1;80;2;1;
4785;0;1;80;2;1;
5057;0;0;80;2;1;
5321;0;2;81;3;3;REQ002REQ011REQ003
5604;0;0;80;2;3;REQ001
5852;0;0;80;2;3;
6120;0;2;79;2;3;REQ011
6438;1;1;79;2;0;REQ012
6674;1;0;81;0;0;REQ009REQ004
6957;0;2;81;3;3;REQ004REQ011REQ003
