TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
311;0;2;79;2;3;REQ011
581;0;1;79;2;1;REQ010
817;0;2;80;2;3;REQ011
1057;1;2;80;2;0;REQ012
1366;0;1;81;1;1;REQ009REQ010REQ002
1653;1;2;81;0;0;REQ012REQ004
1964;1;0;80;2;0;REQ001
2274;0;1;81;1;1;REQ009REQ004REQ010REQ002
2498;0;0;81;1;1;REQ002
2780;1;1;81;0;0;REQ002REQ012REQ004
3050;1;1;80;2;0;REQ001
3340;1;2;79;2;3;REQ014
3565;0;0;81;3;3;REQ008REQ003
3876;0;1;80;2;1;REQ001REQ010
4139;0;0;81;1;1;REQ002
4467;0;0;79;2;1;REQ001
4787;1;1;80;2;0;REQ012
5112;0;0;81;0;0;REQ009REQ004
5438;0;1;81;1;1;REQ004REQ010REQ002
5696;1;2;80;2;0;REQ012REQ001
5961;0;2;81;3;3;REQ004REQ017REQ003
6210;1;0;81;0;0;REQ012REQ004
6544;1;0;81;0;0;REQ004
6869;1;0;79;2;0;REQ001
7146;1;2;79;2;3;REQ014
