TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
35;true;1;true;on ;low ;false;
83;false;9;true;off ;permitted ;false;REQ001REQ011
114;true;11;true;off ;high ;false;REQ002
128;true;7;true;on ;low ;false;REQ004REQ003REQ010
169;false;8;true;on ;low ;false;
213;true;0;false;off ;low ;true;REQ005REQ009
227;false;5;true;on ;low ;false;REQ006REQ010
253;false;8;true;on ;low ;false;
271;false;0;false;on ;low ;false;
295;false;0;false;on ;low ;false;
333;true;7;false;off ;low ;true;REQ005REQ009
350;false;0;false;off ;low ;true;
390;false;3;true;on ;low ;false;REQ006REQ010
425;false;6;false;on ;low ;false;
445;false;6;true;on ;low ;false;
482;true;6;true;on ;low ;false;
500;true;3;true;on ;low ;false;
513;true;11;false;off ;high ;false;REQ001REQ002REQ011
524;false;3;false;on ;low ;false;REQ004REQ003REQ010
559;false;4;true;on ;low ;false;
597;false;4;false;on ;low ;false;
615;true;8;true;on ;low ;false;
658;true;9;false;off ;permitted ;false;REQ001REQ011
705;false;7;false;on ;low ;false;REQ003REQ010
735;false;4;true;on ;low ;false;
784;true;6;true;on ;low ;false;
829;true;2;false;on ;low ;false;
863;true;6;false;on ;low ;false;
904;false;4;false;on ;low ;false;
938;true;7;true;on ;low ;false;
967;true;9;true;off ;permitted ;false;REQ001REQ011
988;false;6;false;on ;low ;false;REQ003REQ010
1005;false;6;false;on ;low ;false;
1043;false;10;true;off ;high ;false;REQ001REQ011REQ002
1076;false;7;false;on ;low ;false;REQ004REQ003REQ010
1105;true;3;true;on ;low ;false;
