TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
48;true;false;true;true;4;REQ005
95;false;false;true;true;0;REQ001
115;false;true;true;false;5;REQ007
139;false;false;true;false;2;REQ003
151;true;true;false;true;2;
164;false;false;true;true;0;REQ001
195;false;false;false;false;3;REQ004
233;false;true;true;false;5;REQ007
243;true;true;false;true;5;REQ008
278;true;true;false;false;5;
291;false;true;false;false;5;REQ007
330;true;false;true;true;4;REQ005
366;true;false;false;true;4;REQ005
404;false;true;true;false;5;REQ007
413;false;false;true;false;2;REQ003
454;true;true;false;true;2;
470;false;false;true;false;2;REQ003
518;true;true;true;true;2;
542;true;false;true;false;4;REQ005
560;false;true;false;false;5;REQ007
572;false;true;true;true;5;REQ007
586;true;false;true;true;4;REQ005
609;true;true;false;true;4;REQ006
622;true;true;true;false;4;
665;false;true;true;false;5;REQ007
