TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
5;false;true;0;0;REQ001
7;true;true;0;0;
9;false;false;0;0;
12;true;true;0;0;
14;false;true;0;0;
17;false;true;0;0;
20;false;true;0;0;
23;false;false;0;0;
26;true;true;0;0;
28;true;true;0;0;
31;false;false;0;0;
34;false;false;0;0;
36;false;true;0;0;
39;false;true;0;0;
41;true;false;0;0;
43;false;false;0;0;
45;false;true;0;0;
47;true;true;0;0;
50;true;true;0;0;
52;false;true;0;0;
55;false;true;0;0;
57;true;false;0;0;
59;false;false;0;0;
62;false;false;0;0;
64;false;true;0;0;
66;true;false;0;0;
68;false;true;0;0;
71;true;true;0;0;
73;false;false;0;0;
75;false;false;0;0;
77;false;true;0;0;
