TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
36;false;7;true;on ;low ;false;
77;false;7;true;on ;low ;false;
123;true;2;false;off ;low ;true;REQ005REQ009
163;false;0;true;on ;low ;false;REQ006REQ010
189;true;5;true;on ;low ;false;
231;false;11;false;off ;high ;false;REQ001REQ011REQ002
243;false;4;false;on ;low ;false;REQ004REQ003REQ010
292;false;5;false;on ;low ;false;
313;false;3;false;on ;low ;false;
332;true;8;false;off ;low ;true;REQ005REQ009
347;false;6;false;off ;low ;true;
370;true;4;false;off ;low ;true;
384;true;7;false;off ;low ;true;
426;true;11;true;off ;high ;false;REQ006REQ001REQ002
437;false;9;true;off ;permitted ;false;REQ004
468;false;9;true;off ;permitted ;false;
513;false;4;true;on ;low ;false;REQ003REQ010
544;true;7;false;off ;low ;true;REQ005REQ009
563;false;7;true;on ;low ;false;REQ006REQ010
606;false;2;false;on ;low ;false;
632;true;5;true;on ;low ;false;
657;false;8;true;on ;low ;false;
692;false;6;false;on ;low ;false;
729;true;4;false;off ;low ;true;REQ005REQ009
745;true;0;true;on ;low ;false;REQ006REQ010
783;true;7;true;on ;low ;false;
823;true;8;false;on ;low ;false;
848;true;7;true;on ;low ;false;
888;false;6;true;on ;low ;false;
908;false;11;false;off ;high ;false;REQ001REQ002REQ011
952;false;10;true;off ;high ;false;
968;false;8;true;on ;low ;false;REQ004REQ003REQ010
1014;true;6;false;off ;low ;true;REQ005REQ009
1032;false;2;false;off ;low ;true;
1053;false;2;false;off ;low ;true;
1075;true;6;true;on ;low ;false;REQ006REQ010
