TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
316;0;0;79;2;2;
549;0;1;81;1;1;REQ010REQ002
800;0;2;81;3;3;REQ011REQ003
1094;1;2;79;2;0;REQ012REQ001
1384;1;0;81;0;0;REQ009REQ004
1652;0;2;79;2;3;REQ011REQ001
1872;0;2;81;3;3;REQ003
2196;0;1;80;2;1;REQ001REQ010
2433;1;2;80;2;0;REQ012
2721;0;0;81;0;0;REQ004
3045;1;1;80;2;0;REQ001REQ012
3379;1;1;79;2;0;
3638;0;2;80;2;3;REQ011
3880;1;2;79;2;0;REQ012
4196;1;0;79;2;0;
4424;0;0;80;2;0;
4663;0;0;79;2;0;
5000;1;2;81;0;0;REQ012REQ004
5286;1;2;81;0;0;
5563;1;2;81;0;0;
5885;0;0;80;2;0;REQ001
6165;1;1;79;2;0;REQ012
6396;1;1;80;2;0;
6669;0;1;79;2;1;REQ016
6958;1;0;80;2;0;REQ012
