TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
49;true;false;false;true;4;REQ005
87;false;true;false;false;5;REQ007
135;false;true;true;true;5;REQ007
182;true;false;false;true;4;REQ005
224;false;true;false;false;5;REQ007
247;true;true;false;true;5;REQ008
276;false;true;false;true;5;REQ007
310;false;false;true;false;2;REQ003
341;true;false;true;false;4;REQ005
368;false;false;true;true;0;REQ001
378;false;true;true;false;5;REQ007
400;true;false;false;false;4;REQ005
445;true;false;true;false;4;REQ005
481;false;true;false;true;5;REQ007
491;true;false;true;true;4;REQ005
532;false;true;false;false;5;REQ007
559;false;false;false;false;3;REQ004
574;true;false;false;false;4;REQ005
608;true;false;true;false;4;REQ005
623;true;true;false;false;4;REQ006
644;false;false;true;false;2;REQ003
664;true;false;false;false;4;REQ005
673;true;false;false;false;4;REQ005
713;false;true;false;true;5;REQ007
757;false;false;false;true;1;REQ002
