TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
49;false;true;true;true;5;REQ007
71;false;true;false;false;5;REQ007
105;false;false;true;false;2;REQ003
115;true;false;true;false;4;REQ005
128;false;false;false;false;3;REQ004
178;true;false;true;false;4;REQ005
195;false;false;false;true;1;REQ002
225;false;false;true;true;0;REQ001
255;false;true;false;true;5;REQ007
268;true;true;true;true;5;REQ008
297;true;false;false;true;4;REQ005
321;false;true;false;false;5;REQ007
359;false;true;true;true;5;REQ007
390;false;false;true;true;0;REQ001
431;false;true;false;true;5;REQ007
462;false;false;true;true;0;REQ001
489;true;false;false;true;4;REQ005
515;false;true;true;true;5;REQ007
561;true;false;true;true;4;REQ005
606;false;false;false;true;1;REQ002
620;false;false;true;false;2;REQ003
639;true;true;true;true;2;
685;true;true;true;false;2;
724;true;true;false;false;2;
733;true;false;false;true;4;REQ005
