TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
23;true;true;false;true;3;
61;true;false;true;false;4;REQ005
110;false;true;true;false;5;REQ007
146;true;false;false;true;4;REQ005
172;false;false;true;false;2;REQ003
208;true;false;true;true;4;REQ005
223;false;true;true;false;5;REQ007
247;false;false;true;true;0;REQ001
261;true;true;true;false;0;
279;true;false;false;true;4;REQ005
296;true;false;false;true;4;REQ005
334;false;true;false;true;5;REQ007
384;true;false;false;true;4;REQ005
408;false;false;false;true;1;REQ002
427;false;false;true;true;0;REQ001
442;true;true;false;true;0;
467;true;true;true;false;0;
492;false;false;true;false;2;REQ003
536;false;true;true;false;5;REQ007
575;false;true;true;false;5;REQ007
621;true;false;true;false;4;REQ005
662;true;false;true;true;4;REQ005
683;false;true;true;true;5;REQ007
714;true;true;false;false;5;REQ008
759;true;false;false;true;4;REQ005
