TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
256;0;2;81;3;3;REQ011REQ003
575;0;2;81;3;3;REQ003
824;0;1;81;1;1;REQ003REQ010REQ002
1092;0;0;81;1;1;REQ002
1431;0;2;80;2;3;REQ011REQ001
1660;0;0;80;2;3;
1986;1;1;80;2;0;REQ012
2317;1;2;79;2;3;REQ014
2595;1;1;81;1;1;REQ008REQ013REQ002
2816;1;2;81;3;3;REQ014REQ003
3061;0;0;79;2;3;REQ001
3286;1;1;79;2;0;REQ012
3507;0;1;79;2;1;REQ016
3730;0;1;79;2;1;
4058;0;0;80;2;1;
4351;0;0;80;2;1;
4602;0;1;80;2;1;REQ010
4929;0;2;80;2;3;REQ011
5224;0;0;79;2;3;
5564;0;2;81;3;3;REQ011REQ003
5853;1;2;81;0;0;REQ012REQ004
6180;1;1;80;2;1;REQ001REQ013
6424;1;1;81;1;1;REQ007REQ002
6723;1;0;79;2;0;REQ001REQ015
7023;0;2;79;2;3;REQ011
