TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;false;false;0;0;
6;true;false;3;0;REQ002
8;false;true;3;0;
11;false;false;3;0;
13;false;false;3;0;
16;false;true;0;1;REQ004REQ001
19;false;true;0;1;
21;false;false;0;1;
24;true;true;0;1;
26;false;false;0;1;
29;false;true;0;1;
31;true;true;0;1;
34;true;true;0;1;
36;true;true;0;1;
38;false;false;0;1;
41;true;false;3;1;REQ002
44;true;true;3;1;
46;false;true;3;1;
48;true;true;3;1;
50;false;true;3;1;
52;true;true;1;1;REQ004
55;true;false;1;1;
58;true;true;0;1;REQ001
61;true;false;0;1;
64;true;false;0;1;
67;false;false;0;1;
70;true;false;3;1;REQ002
73;false;false;3;1;
75;true;true;3;1;
78;false;true;3;1;
80;false;false;1;1;REQ004
