TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
4;true;true;0;0;REQ001
6;false;true;0;0;
8;false;true;0;0;
10;true;false;0;0;
12;true;false;0;0;
15;true;true;0;0;
18;true;true;0;0;
21;false;true;0;0;
23;false;false;0;0;
25;true;false;3;0;REQ002
28;false;true;3;0;
30;true;true;3;0;
33;true;false;3;0;
36;true;false;1;1;REQ004
39;true;true;0;1;REQ001
42;false;true;0;1;
45;false;true;0;1;
47;false;false;0;1;
49;true;false;3;1;REQ002
51;true;false;3;1;
54;false;true;3;1;
56;false;false;3;1;
59;true;false;1;1;REQ004
61;false;false;1;1;
64;true;true;0;1;REQ001
66;false;false;0;1;
68;false;false;0;1;
70;true;true;0;1;
73;true;true;0;1;
75;false;false;0;1;
78;true;false;3;1;REQ002
