TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
5;false;false;1;0;
7;true;false;1;0;
10;false;true;0;0;REQ001
13;true;false;0;0;
15;true;true;0;0;
17;false;true;0;0;
20;true;true;0;0;
23;true;false;0;0;
25;false;false;0;0;
27;false;false;0;0;
30;true;true;0;0;
32;false;false;0;0;
34;false;false;0;0;
36;false;false;0;0;
39;false;false;0;0;
41;true;true;0;0;
44;true;false;0;0;
47;true;true;0;0;
49;false;true;0;0;
51;false;false;0;0;
54;false;false;0;0;
57;false;true;0;0;
60;false;false;0;0;
63;true;false;2;0;REQ003
66;true;true;2;0;
69;false;false;2;0;
72;false;false;2;0;
74;false;true;2;0;
76;true;true;2;0;
78;true;false;2;0;
80;true;false;2;0;
