TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
5;false;false;0;0;
7;false;true;0;0;
9;true;true;0;0;
12;true;false;0;0;
14;true;false;0;0;
17;false;true;0;0;
19;true;false;0;0;
21;false;false;0;0;
24;true;true;0;0;
26;false;false;0;0;
28;false;false;0;0;
31;false;true;0;0;
33;false;false;0;0;
36;false;true;0;0;
38;false;true;0;0;
41;true;false;0;0;
44;true;false;0;0;
47;true;false;0;0;
50;true;true;0;0;
52;false;false;0;0;
54;false;true;0;0;
57;false;false;0;0;
59;true;true;0;0;
61;false;true;0;0;
64;false;true;0;0;
67;false;true;0;0;
70;true;true;0;0;
73;false;true;0;0;
76;true;false;0;0;
78;true;true;0;0;
80;true;true;0;0;
