TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
6;false;true;0;0;REQ001
9;false;true;0;0;
12;true;false;0;0;
15;true;false;0;0;
17;true;true;0;0;
19;true;false;0;0;
21;false;true;0;0;
24;false;true;0;0;
27;true;false;0;0;
30;false;false;0;0;
32;false;false;0;0;
35;true;false;3;0;REQ002
37;true;true;3;0;
40;false;true;3;0;
43;true;false;3;0;
46;false;true;0;1;REQ004REQ001
48;false;true;0;1;
50;false;true;0;1;
53;false;false;0;1;
56;false;false;0;1;
59;true;true;0;1;
61;false;true;0;1;
64;false;false;0;1;
66;true;true;0;1;
68;true;true;0;1;
70;true;false;0;1;
73;false;false;0;1;
76;false;true;0;1;
78;true;true;0;1;
80;false;false;0;1;
82;false;true;0;1;
