TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
43;true;true;false;true;3;
85;true;false;true;false;4;REQ005
120;false;true;true;true;5;REQ007
159;true;true;true;true;5;REQ008
196;true;false;false;false;4;REQ005
212;true;true;true;false;4;REQ006
232;true;true;false;false;4;
270;true;false;false;false;4;REQ005
281;true;true;true;true;4;REQ006
326;true;false;false;true;4;REQ005
374;true;true;true;true;4;REQ006
425;true;false;false;false;4;REQ005
451;true;false;false;false;4;REQ005
463;false;false;true;true;0;REQ001
474;false;true;false;false;5;REQ007
514;true;false;false;false;4;REQ005
530;false;true;false;true;5;REQ007
580;false;false;true;true;0;REQ001
606;false;true;false;false;5;REQ007
642;true;false;false;true;4;REQ005
667;true;false;false;false;4;REQ005
711;true;true;false;true;4;REQ006
730;true;true;false;false;4;
746;true;true;true;true;4;
759;true;true;false;false;4;
