TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;false;0;0;
9;true;true;0;0;
12;false;true;0;0;
15;true;true;0;0;
18;false;false;0;0;
21;false;false;0;0;
24;false;true;0;0;
27;false;false;0;0;
29;false;false;0;0;
32;true;false;3;0;REQ002
34;true;false;3;0;
37;true;false;3;0;
39;true;false;3;0;
42;false;false;1;1;REQ004
44;false;false;1;1;
46;false;true;0;1;REQ001
48;false;false;0;1;
51;false;true;0;1;
54;true;false;0;1;
57;false;false;0;1;
60;false;true;0;1;
63;true;false;0;1;
66;false;false;0;1;
68;false;true;0;1;
71;false;false;0;1;
74;true;true;0;1;
76;true;false;0;1;
78;false;false;0;1;
80;true;false;2;1;REQ003
82;true;false;2;1;
84;true;true;2;1;
