TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
31;false;true;false;false;5;REQ007
50;false;true;true;false;5;REQ007
92;true;true;true;false;5;REQ008
137;false;true;false;true;5;REQ007
175;true;true;false;false;5;REQ008
215;true;false;true;false;4;REQ005
227;true;true;false;true;4;REQ006
271;false;true;true;true;5;REQ007
293;true;false;true;true;4;REQ005
314;true;true;true;false;4;REQ006
335;true;true;true;true;4;
356;false;false;true;false;2;REQ003
383;true;false;true;false;4;REQ005
422;true;false;false;true;4;REQ005
460;true;true;true;true;4;REQ006
505;false;false;false;true;1;REQ002
514;false;false;false;false;3;REQ004
551;false;false;true;false;2;REQ003
580;true;true;false;true;2;
612;true;false;false;false;4;REQ005
632;false;true;false;false;5;REQ007
665;true;false;false;false;4;REQ005
703;true;false;false;false;4;REQ005
745;false;false;true;true;0;REQ001
765;false;false;false;true;1;REQ002
