TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
236;0;2;79;2;3;REQ011
489;0;0;81;3;3;REQ003
815;0;0;80;2;3;REQ001
1034;1;2;79;2;0;REQ012
1263;1;2;81;0;0;REQ004
1581;1;1;80;2;1;REQ013REQ001
1892;0;0;81;1;1;REQ002
2124;0;2;79;2;3;REQ011REQ001
2402;1;0;80;2;0;REQ012
2677;0;1;80;2;1;REQ010
2954;0;2;81;3;3;REQ007REQ011REQ003
3214;0;0;80;2;3;REQ001
3555;0;1;80;2;1;REQ010
3784;1;0;79;2;0;REQ012
4022;0;2;81;3;3;REQ011REQ003
4309;0;2;79;2;3;REQ001
4636;1;1;79;2;0;REQ012
4909;0;1;80;2;1;REQ016
5239;1;0;81;0;0;REQ007REQ012REQ004
5557;0;2;80;2;3;REQ011REQ001
5833;0;0;79;2;3;
6058;1;0;79;2;0;REQ012
6352;0;1;81;1;1;REQ009REQ010REQ002
6575;1;0;80;2;0;REQ012REQ001
6846;1;2;81;3;3;REQ014REQ003
