TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
26;false;8;true;on ;low ;false;
66;true;2;true;on ;low ;false;
95;true;9;true;off ;permitted ;false;REQ001REQ011
137;false;1;false;on ;low ;false;REQ003REQ010
154;false;0;false;on ;low ;false;
178;false;3;false;on ;low ;false;
216;false;3;true;on ;low ;false;
249;false;11;true;off ;high ;false;REQ001REQ002REQ011
293;true;5;true;on ;low ;false;REQ004REQ003REQ010
324;false;7;true;on ;low ;false;
335;true;4;true;on ;low ;false;
377;false;3;true;on ;low ;false;
425;true;6;true;on ;low ;false;
435;true;9;true;off ;permitted ;false;REQ001REQ011
469;true;1;false;on ;low ;false;REQ003REQ010
502;true;4;false;on ;low ;false;
547;false;1;false;on ;low ;false;
565;true;10;true;off ;high ;false;REQ001REQ002REQ011
582;true;0;false;on ;low ;false;REQ004REQ003REQ010
595;false;6;false;on ;low ;false;
617;true;8;false;off ;low ;true;REQ005REQ009
663;false;6;false;off ;low ;true;
677;false;0;true;on ;low ;false;REQ006REQ010
728;false;8;true;on ;low ;false;
760;true;10;true;off ;high ;false;REQ001REQ011REQ002
790;true;3;true;on ;low ;false;REQ004REQ003REQ010
822;false;7;true;on ;low ;false;
832;true;6;false;off ;low ;true;REQ005REQ009
841;true;10;true;off ;high ;false;REQ001REQ006REQ002
853;false;2;true;on ;low ;false;REQ004REQ003REQ010
882;true;4;false;off ;low ;true;REQ005REQ009
891;false;3;false;off ;low ;true;
909;false;8;false;off ;low ;true;
943;true;7;true;on ;low ;false;REQ006REQ010
956;false;7;false;on ;low ;false;
996;true;3;true;on ;low ;false;
