TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
27;false;7;true;on ;low ;false;
63;false;6;false;on ;low ;false;
78;false;3;true;on ;low ;false;
120;true;6;false;off ;low ;true;REQ005REQ009
162;false;11;true;off ;high ;false;REQ001REQ006REQ002
172;false;3;true;on ;low ;false;REQ004REQ003REQ010
182;true;10;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ007
212;false;6;true;on ;low ;false;REQ004REQ003REQ010
245;true;1;true;on ;low ;false;
291;false;8;true;on ;low ;false;
310;true;5;true;on ;low ;false;
324;true;3;true;on ;low ;false;
368;false;1;false;on ;low ;false;
403;false;3;false;on ;low ;false;
453;true;4;true;on ;low ;false;
476;true;0;false;on ;low ;false;
501;false;0;false;on ;low ;false;
516;false;0;false;on ;low ;false;
567;false;10;false;off ;high ;false;REQ001REQ011REQ002
611;false;10;false;off ;high ;false;
641;false;4;false;on ;low ;false;REQ004REQ003REQ010
676;true;7;false;off ;low ;true;REQ005REQ009
694;true;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
743;true;9;false;off ;permitted ;false;
752;true;2;true;on ;low ;false;REQ003REQ010
802;true;2;true;on ;low ;false;
839;false;6;false;on ;low ;false;
877;true;8;true;on ;low ;false;
890;false;1;true;on ;low ;false;
910;true;10;true;off ;high ;false;REQ001REQ011REQ002
959;true;4;false;on ;low ;false;REQ004REQ003REQ010
976;false;0;true;on ;low ;false;
986;false;1;false;on ;low ;false;
1006;true;3;false;off ;low ;true;REQ005REQ009
1026;true;0;false;off ;low ;true;
1056;false;2;true;on ;low ;false;REQ006REQ010
