TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
27;false;true;true;true;5;REQ007
62;true;true;true;false;5;REQ008
111;true;true;true;true;5;
123;true;true;false;true;5;
145;true;false;true;false;4;REQ005
189;false;true;true;true;5;REQ007
223;true;false;false;false;4;REQ005
246;false;true;false;false;5;REQ007
288;true;false;false;true;4;REQ005
332;false;true;true;true;5;REQ007
355;true;false;true;false;4;REQ005
369;true;true;false;false;4;REQ006
415;false;true;false;false;5;REQ007
455;true;false;true;true;4;REQ005
477;true;false;true;false;4;REQ005
513;true;false;true;true;4;REQ005
535;false;false;false;true;1;REQ002
555;true;false;true;false;4;REQ005
600;false;true;true;false;5;REQ007
648;false;true;false;true;5;REQ007
663;true;true;true;false;5;REQ008
686;false;true;true;true;5;REQ007
725;true;true;false;true;5;REQ008
764;true;false;true;false;4;REQ005
784;true;false;true;true;4;REQ005
