TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;false;true;0;0;
9;true;false;0;0;
12;true;true;0;0;
15;false;true;0;0;
17;true;true;0;0;
19;false;true;0;0;
21;false;false;0;0;
24;false;true;0;0;
26;false;true;0;0;
29;true;false;0;0;
32;true;false;0;0;
34;true;true;0;0;
36;true;true;0;0;
39;false;false;0;0;
41;true;false;2;0;REQ003
43;true;true;2;0;
45;true;true;2;0;
47;true;false;2;0;
49;true;true;2;0;
52;true;false;2;0;
54;true;true;2;0;
56;true;false;2;0;
59;true;false;2;0;
61;false;false;2;0;
63;true;false;2;0;
65;false;true;2;0;
67;false;true;2;0;
70;true;true;2;0;
73;false;true;1;0;REQ005
75;true;true;1;0;
77;true;false;1;0;
