TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
10;true;true;false;false;3;
51;true;true;true;true;3;
67;false;false;false;false;3;REQ004
108;true;false;false;true;4;REQ005
142;false;true;true;true;5;REQ007
158;false;false;false;true;1;REQ002
177;true;false;false;true;4;REQ005
191;false;true;false;true;5;REQ007
242;false;false;false;false;3;REQ004
258;false;false;true;false;2;REQ003
278;true;false;false;false;4;REQ005
312;true;false;false;true;4;REQ005
349;true;true;true;true;4;REQ006
372;true;true;false;true;4;
391;false;true;true;false;5;REQ007
428;false;true;true;true;5;REQ007
448;true;true;true;true;5;REQ008
458;true;true;true;false;5;
488;false;false;false;false;3;REQ004
505;true;true;true;true;3;
553;false;true;true;false;5;REQ007
575;false;true;false;false;5;REQ007
587;true;false;false;false;4;REQ005
632;true;true;false;true;4;REQ006
649;true;true;false;true;4;
