TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
299;1;0;81;0;0;REQ012REQ004
583;0;2;80;2;3;REQ001REQ011
866;0;0;79;2;3;
1108;0;2;81;3;3;REQ008REQ003REQ011
1331;0;1;81;1;1;REQ010REQ002
1658;0;1;81;1;1;REQ002
1993;0;0;81;1;1;REQ002
2262;1;0;80;2;0;REQ001REQ012
2530;0;1;79;2;1;REQ010
2790;0;1;79;2;1;
3130;1;1;79;2;0;REQ012
3354;0;1;80;2;1;REQ016
3690;0;2;80;2;3;REQ011
3955;1;1;81;0;0;REQ003REQ012REQ004
4217;1;2;81;3;3;REQ014REQ003
4503;0;0;79;2;3;REQ001
4805;0;2;81;3;3;REQ011REQ003
5054;0;0;80;2;3;REQ001
5394;0;0;80;2;3;
5658;0;1;79;2;1;REQ010
5902;1;1;80;2;0;REQ012
6134;1;1;80;2;0;
6463;0;2;81;3;3;REQ009REQ004REQ011REQ003
6729;1;0;79;2;0;REQ012REQ001
7007;0;0;81;0;0;REQ009REQ004
