TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
321;0;2;81;3;3;REQ011REQ003
643;1;0;79;2;0;REQ012REQ001
866;1;0;80;2;0;
1143;0;1;80;2;1;REQ010
1458;0;0;80;2;1;
1730;1;1;81;0;0;REQ002REQ012REQ004
2017;1;1;79;2;0;REQ001
2265;0;0;80;2;0;
2590;1;2;79;2;0;REQ012
2854;1;0;79;2;0;
3121;0;2;81;3;3;REQ011REQ003
3368;1;2;79;2;0;REQ001REQ012
3591;1;2;80;2;0;
3908;1;1;80;2;1;REQ013
4178;1;1;81;1;1;REQ007REQ002
4478;1;1;81;1;1;REQ002
4700;1;2;79;2;3;REQ014REQ001
5020;0;1;81;1;1;REQ010REQ002
5299;1;2;80;2;0;REQ001REQ012
5608;1;0;80;2;0;
5849;1;2;80;2;3;REQ014
6130;1;2;80;2;3;
6467;0;0;80;2;3;
6715;0;0;79;2;3;
6942;1;0;79;2;0;REQ012
