TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
294;1;0;80;2;0;REQ012
630;1;0;79;2;0;
859;0;1;81;1;1;REQ010REQ002
1132;0;1;80;2;1;REQ001
1428;0;0;79;2;1;
1755;1;1;81;0;0;REQ007REQ002REQ012REQ004
2081;0;2;81;3;3;REQ004REQ011REQ003
2410;0;2;80;2;3;REQ001
2712;0;0;79;2;3;
3029;0;2;81;3;3;REQ008REQ003REQ011
3341;0;1;80;2;1;REQ010REQ001
3629;1;0;80;2;0;REQ012
3952;1;1;79;2;1;REQ013
4227;0;0;80;2;1;
4507;0;0;81;1;1;REQ002
4790;1;0;80;2;0;REQ012REQ001
5116;1;2;80;2;3;REQ014
5372;1;2;81;3;3;REQ003
5661;0;0;80;2;3;REQ001
5900;1;1;81;0;0;REQ003REQ012REQ004
6124;0;0;81;0;0;REQ004
6385;1;1;81;0;0;REQ012
6694;1;0;79;2;0;REQ001
7013;1;2;81;3;3;REQ014REQ003
7256;0;1;80;2;1;REQ001REQ010
