TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
321;0;1;80;2;1;REQ010
556;0;0;81;1;1;REQ007REQ002
850;0;2;79;2;3;REQ001REQ011
1173;1;1;80;2;0;REQ012
1410;1;0;80;2;0;
1664;1;0;81;0;0;REQ009REQ004
1955;0;0;81;0;0;REQ004
2223;0;2;79;2;3;REQ011REQ001
2452;0;1;80;2;1;REQ010
2688;1;2;80;2;0;REQ012
2909;1;1;81;1;1;REQ009REQ013REQ002
3243;1;1;80;2;1;REQ001
3549;1;1;80;2;1;
3854;0;1;79;2;1;
4127;0;0;79;2;1;
4434;0;0;80;2;1;
4706;0;1;79;2;1;REQ010
4984;1;1;81;0;0;REQ002REQ012REQ004
5237;0;2;80;2;3;REQ001REQ011
5502;0;2;81;3;3;REQ008REQ003
5836;1;1;81;0;0;REQ012REQ004
6062;1;1;81;0;0;REQ004
6286;1;1;79;2;0;REQ001
6621;1;2;79;2;3;REQ014
6843;1;1;79;2;1;REQ013
