TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
4;false;false;1;0;
7;true;false;1;0;
9;false;true;0;0;REQ001
12;true;true;0;0;
14;true;false;0;0;
17;true;true;0;0;
19;true;true;0;0;
22;true;false;0;0;
25;false;false;0;0;
27;false;false;0;0;
30;false;true;0;0;
32;true;false;0;0;
34;false;false;0;0;
37;true;true;0;0;
40;false;true;0;0;
42;false;false;0;0;
44;true;true;0;0;
47;true;true;0;0;
50;false;true;0;0;
53;true;true;0;0;
56;false;true;0;0;
59;true;true;0;0;
61;true;false;0;0;
64;false;false;0;0;
67;true;false;2;0;REQ003
69;false;false;2;0;
72;true;false;2;0;
75;false;false;2;0;
77;true;false;2;0;
79;false;false;2;0;
81;false;false;2;0;
