TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
242;1;0;81;0;0;REQ012REQ004
488;1;2;79;2;3;REQ001REQ014
756;1;0;81;0;0;REQ008REQ015REQ004
1025;0;1;81;1;1;REQ010REQ002
1362;1;2;79;2;0;REQ001REQ012
1587;0;0;81;0;0;REQ004
1882;1;0;79;2;0;REQ001REQ012
2190;0;2;81;3;3;REQ011REQ003
2457;0;2;79;2;3;REQ001
2690;1;0;79;2;0;REQ012
2937;0;0;81;0;0;REQ009REQ004
3190;0;0;79;2;0;REQ001
3516;1;1;80;2;0;REQ012
3751;0;2;79;2;3;REQ011
4039;1;1;81;0;0;REQ003REQ012REQ004
4280;1;0;79;2;0;REQ001
4597;0;0;79;2;0;
4834;1;2;81;0;0;REQ004REQ012
5159;0;0;79;2;0;REQ001
5395;1;1;80;2;0;REQ012
5630;0;2;81;3;3;REQ011REQ003
5889;0;0;81;3;3;REQ003
6221;1;1;81;0;0;REQ012REQ004
6505;0;1;81;1;1;REQ016REQ002
6783;0;0;81;1;1;REQ002
