TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
24;true;false;false;false;4;REQ005
61;true;false;true;false;4;REQ005
73;false;true;true;false;5;REQ007
109;true;false;true;true;4;REQ005
150;false;true;false;true;5;REQ007
197;true;true;false;true;5;REQ008
248;false;true;false;false;5;REQ007
276;false;true;false;false;5;REQ007
297;true;false;false;false;4;REQ005
311;true;true;false;true;4;REQ006
357;true;true;false;false;4;
378;false;false;false;false;3;REQ004
414;true;false;false;false;4;REQ005
449;false;false;false;false;3;REQ004
468;false;true;true;false;5;REQ007
512;false;false;false;false;3;REQ004
555;true;false;false;true;4;REQ005
580;false;true;false;false;5;REQ007
609;false;true;true;false;5;REQ007
626;true;false;false;true;4;REQ005
648;false;false;true;false;2;REQ003
696;false;false;false;false;3;REQ004
731;true;true;true;true;3;
772;false;false;false;true;1;REQ002
815;false;false;true;true;0;REQ001
