TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;false;true;0;0;
8;false;true;0;0;
10;false;true;0;0;
12;true;false;0;0;
15;false;true;0;0;
18;false;true;0;0;
20;false;true;0;0;
22;false;false;0;0;
24;false;false;0;0;
26;false;true;0;0;
28;false;true;0;0;
30;true;false;0;0;
32;true;false;0;0;
35;false;false;0;0;
37;false;true;0;0;
39;true;false;0;0;
42;false;true;0;0;
45;false;false;0;0;
47;true;true;0;0;
49;true;true;0;0;
51;false;false;0;0;
54;true;true;0;0;
57;false;false;0;0;
60;false;false;0;0;
63;true;true;0;0;
65;false;true;0;0;
67;false;false;0;0;
69;true;true;0;0;
72;false;false;0;0;
75;false;false;0;0;
78;false;false;0;0;
