TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
337;0;1;79;2;1;REQ010
618;0;2;80;2;3;REQ011
933;0;0;81;3;3;REQ008REQ003
1197;1;0;79;2;0;REQ001REQ012
1528;1;2;80;2;3;REQ014
1748;0;2;79;2;3;
2056;0;1;81;1;1;REQ010REQ002
2290;0;1;81;1;1;REQ002
2595;1;0;81;0;0;REQ012REQ004
2822;1;2;81;3;3;REQ004REQ014REQ003
3132;1;1;80;2;1;REQ013REQ001
3363;1;0;80;2;0;REQ015
3667;1;1;80;2;1;REQ013
3928;0;1;79;2;1;
4204;1;0;81;0;0;REQ007REQ012REQ004
4524;0;0;81;0;0;REQ004
4791;1;2;79;2;0;REQ001REQ012
5039;0;0;80;2;0;
5366;1;2;80;2;0;REQ012
5680;0;1;80;2;1;REQ010
5984;1;1;80;2;0;REQ012
6256;1;1;80;2;0;
6579;1;1;81;0;0;REQ004
6918;1;0;79;2;0;REQ001
7144;0;1;80;2;1;REQ010
