TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
295;1;0;80;2;0;REQ012
573;1;2;79;2;3;REQ014
834;0;0;79;2;3;
1156;1;1;81;0;0;REQ003REQ012REQ004
1380;0;2;80;2;3;REQ001REQ011
1656;0;2;80;2;3;
1926;0;2;79;2;3;
2149;0;0;79;2;3;
2438;1;0;81;0;0;REQ012REQ004
2757;1;0;80;2;0;REQ001
3001;1;0;81;0;0;REQ009REQ004
3300;0;1;80;2;1;REQ010REQ001
3640;0;1;79;2;1;
3941;1;1;81;0;0;REQ012REQ004
4177;1;2;81;3;3;REQ014REQ003
4442;0;2;79;2;3;REQ001
4704;0;1;80;2;1;REQ010
4951;1;1;80;2;0;REQ012
5198;1;2;81;3;3;REQ004REQ014REQ003
5430;1;0;80;2;0;REQ001REQ015
5722;0;1;79;2;1;REQ010
5942;0;2;79;2;3;REQ011
6202;1;2;81;0;0;REQ003REQ012REQ004
6448;1;2;80;2;0;REQ001
6711;1;1;79;2;1;REQ013
