TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
225;1;1;79;2;0;REQ012
530;1;0;81;0;0;REQ004
842;0;0;79;2;0;REQ001
1083;0;1;81;1;1;REQ010REQ002
1386;0;2;80;2;3;REQ001REQ011
1689;0;0;80;2;3;
1948;1;0;80;2;0;REQ012
2242;0;2;81;3;3;REQ009REQ011REQ003
2543;0;2;79;2;3;REQ001
2780;1;2;81;0;0;REQ008REQ012REQ004
3033;0;1;81;1;1;REQ010REQ002
3353;0;2;79;2;3;REQ001REQ011
3676;0;2;79;2;3;
3966;0;0;80;2;3;
4295;1;2;80;2;0;REQ012
4588;0;1;81;1;1;REQ010REQ002
4913;0;1;81;1;1;REQ002
5139;0;0;80;2;1;REQ001
5452;0;1;79;2;1;REQ010
5751;0;2;79;2;3;REQ011
5984;1;1;80;2;0;REQ012
6225;1;1;81;0;0;REQ009REQ004
6531;1;2;80;2;3;REQ001REQ014
6785;0;2;80;2;3;
7102;1;0;79;2;0;REQ012
