TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
272;1;1;80;2;0;REQ012
556;0;0;79;2;0;
824;0;2;81;3;3;REQ011REQ003
1049;0;0;79;2;3;REQ001
1366;1;0;79;2;0;REQ012
1607;1;2;81;3;3;REQ009REQ004REQ014REQ003
1937;1;1;79;2;1;REQ013REQ001
2221;0;2;80;2;3;REQ011
2514;0;1;80;2;1;REQ010
2825;0;1;81;1;1;REQ007REQ002
3077;1;1;81;0;0;REQ012REQ004
3376;0;2;79;2;3;REQ001REQ011
3688;1;2;79;2;0;REQ012
3959;1;1;80;2;1;REQ013
4241;0;2;80;2;3;REQ011
4509;1;2;79;2;0;REQ012
4748;1;0;80;2;0;
4995;0;0;81;0;0;REQ004
5256;0;2;81;3;3;REQ011REQ003
5568;1;1;80;2;0;REQ001REQ012
5835;1;1;81;0;0;REQ004
6155;1;0;81;0;0;REQ004
6398;1;0;81;0;0;REQ004
6673;0;1;80;2;1;REQ001REQ010
6978;1;0;80;2;0;REQ012
