TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
243;0;0;81;2;2;REQ005
502;0;0;81;2;2;REQ005
741;0;0;79;2;2;REQ001
1069;0;1;80;2;1;REQ010
1342;1;2;80;2;0;REQ012
1583;1;0;80;2;0;
1900;0;0;80;2;0;
2149;1;2;80;2;0;REQ012
2457;1;2;81;0;0;REQ004
2738;0;2;80;2;3;REQ017REQ001
3025;0;0;80;2;3;
3317;0;1;81;1;1;REQ003REQ010REQ002
3639;0;0;79;2;1;REQ001
3918;1;2;79;2;0;REQ012
4258;0;1;80;2;1;REQ010
4542;1;0;81;0;0;REQ007REQ002REQ012REQ004
4832;0;2;79;2;3;REQ001REQ011
5154;0;2;79;2;3;
5451;1;2;80;2;0;REQ012
5702;1;2;80;2;0;
5948;0;1;81;1;1;REQ010REQ002
6210;0;0;80;2;1;REQ001
6450;1;2;81;0;0;REQ012REQ004
6689;1;1;81;1;1;REQ013REQ002
6989;1;0;80;2;0;REQ015REQ001
