TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
45;true;false;false;false;4;REQ005
57;true;true;false;false;4;REQ006
106;true;true;true;true;4;
137;true;true;false;true;4;
175;true;true;true;true;4;
201;true;false;false;true;4;REQ005
234;false;false;false;true;1;REQ002
256;true;false;false;true;4;REQ005
273;true;false;true;true;4;REQ005
316;false;true;false;false;5;REQ007
361;false;false;true;false;2;REQ003
410;true;false;false;true;4;REQ005
444;true;false;true;false;4;REQ005
473;true;true;false;false;4;REQ006
494;false;false;false;true;1;REQ002
515;true;true;false;true;1;
543;false;false;true;true;0;REQ001
584;true;true;false;false;0;
606;false;true;false;false;5;REQ007
616;false;false;false;true;1;REQ002
646;false;false;true;false;2;REQ003
679;false;false;true;true;0;REQ001
709;false;true;true;true;5;REQ007
746;true;false;false;false;4;REQ005
784;true;true;true;true;4;REQ006
