TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
21;false;true;true;true;5;REQ007
49;true;false;true;false;4;REQ005
58;true;false;false;true;4;REQ005
77;true;true;true;false;4;REQ006
88;false;false;true;true;0;REQ001
115;false;false;false;false;3;REQ004
125;true;true;true;false;3;
157;true;false;true;false;4;REQ005
176;false;false;false;false;3;REQ004
203;true;false;true;true;4;REQ005
252;false;false;true;false;2;REQ003
295;false;true;false;true;5;REQ007
335;true;false;false;false;4;REQ005
376;false;false;true;false;2;REQ003
412;false;true;false;false;5;REQ007
426;true;true;true;true;5;REQ008
448;false;true;false;false;5;REQ007
491;false;false;false;false;3;REQ004
537;true;false;false;false;4;REQ005
585;true;false;true;true;4;REQ005
602;false;false;false;true;1;REQ002
633;false;true;true;false;5;REQ007
652;true;false;false;true;4;REQ005
661;false;false;false;true;1;REQ002
684;true;true;false;true;1;
