TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
5;false;true;0;0;
8;false;false;0;0;
10;false;false;0;0;
13;false;true;0;0;
16;true;false;0;0;
19;true;true;0;0;
21;false;false;0;0;
24;false;false;0;0;
27;false;false;0;0;
29;true;false;3;0;REQ002
31;true;true;3;0;
34;false;false;3;0;
37;true;false;3;0;
39;true;true;0;1;REQ004REQ001
41;true;true;0;1;
43;true;true;0;1;
46;false;true;0;1;
48;false;true;0;1;
51;true;true;0;1;
53;false;false;0;1;
55;true;true;0;1;
58;false;true;0;1;
61;false;false;0;1;
63;true;false;3;1;REQ002
66;true;true;3;1;
69;false;true;3;1;
72;true;false;3;1;
75;false;false;1;1;REQ004
77;true;false;1;1;
80;false;false;1;1;
83;true;false;1;1;
