TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
275;0;0;79;2;2;
516;1;0;80;2;0;REQ012
756;1;2;80;2;3;REQ014
1018;1;1;81;1;1;REQ008REQ013REQ002
1265;0;1;81;1;1;REQ002
1513;1;0;79;2;0;REQ012REQ001
1798;0;0;80;2;0;
2025;1;0;79;2;0;REQ012
2258;1;2;81;3;3;REQ004REQ014REQ003
2513;1;2;79;2;3;REQ001
2775;1;1;81;1;1;REQ013REQ002
3080;0;1;79;2;1;REQ001
3356;0;0;81;1;1;REQ002
3619;1;2;79;2;0;REQ012REQ001
3855;1;1;80;2;1;REQ013
4126;1;2;79;2;3;REQ014
4381;0;2;80;2;3;
4637;1;0;80;2;0;REQ012
4873;1;2;81;3;3;REQ014REQ003
5187;1;2;80;2;3;REQ001
5489;1;1;79;2;1;REQ013
5766;0;0;81;1;1;REQ002
6000;0;2;80;2;3;REQ001REQ011
6274;0;0;79;2;3;
6550;0;0;80;2;3;
