TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
292;1;1;80;2;0;REQ012
545;0;2;79;2;3;REQ011
780;1;0;80;2;0;REQ012
1080;1;0;81;0;0;REQ004
1370;1;1;79;2;1;REQ001REQ013
1633;1;1;81;1;1;REQ002
1856;0;0;79;2;1;REQ001
2172;1;2;79;2;0;REQ012
2413;1;0;79;2;0;
2736;1;1;79;2;1;REQ013
2980;1;1;79;2;1;
3317;0;0;79;2;1;
3573;0;1;79;2;1;REQ010
3825;1;0;81;0;0;REQ012REQ004
4159;1;0;80;2;0;REQ001
4396;0;0;79;2;0;
4707;1;0;80;2;0;REQ012
4963;0;2;81;3;3;REQ009REQ011REQ003
5286;1;0;80;2;0;REQ001REQ012
5591;0;0;80;2;0;
5835;0;0;80;2;0;
6112;0;2;80;2;3;REQ011
6331;0;1;80;2;1;REQ010
6610;0;2;79;2;3;REQ011
6925;1;2;80;2;0;REQ012
