TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
10;false;6;true;on ;low ;false;
55;true;2;true;on ;low ;false;
93;true;3;true;on ;low ;false;
127;true;2;true;on ;low ;false;
162;true;9;true;off ;permitted ;false;REQ001REQ011
174;true;10;false;off ;high ;false;REQ002
201;true;8;true;on ;low ;false;REQ004REQ003REQ010
249;true;5;false;on ;low ;false;
259;false;4;true;on ;low ;false;
284;true;3;false;off ;low ;true;REQ005REQ009
304;true;5;false;off ;low ;true;
350;false;11;false;off ;high ;false;REQ001REQ002REQ007
380;true;7;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
394;false;11;true;off ;high ;false;REQ001REQ006REQ002
440;true;0;false;off ;low ;true;REQ004REQ005REQ003
480;true;6;false;off ;low ;true;
516;false;1;true;on ;low ;false;REQ006REQ010
550;true;4;true;on ;low ;false;
572;false;2;false;on ;low ;false;
587;false;11;true;off ;high ;false;REQ001REQ011REQ002
624;false;5;true;on ;low ;false;REQ004REQ003REQ010
640;true;10;true;off ;high ;false;REQ001REQ002REQ011
688;false;4;false;on ;low ;false;REQ004REQ003REQ010
717;false;8;false;on ;low ;false;
744;false;8;true;on ;low ;false;
764;false;8;true;on ;low ;false;
781;true;9;true;off ;permitted ;false;REQ001REQ011
809;false;0;true;on ;low ;false;REQ003REQ010
823;true;11;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ008
859;false;8;true;on ;low ;false;REQ004REQ003REQ010
899;true;0;false;off ;low ;true;REQ005REQ009
939;true;8;false;off ;low ;true;
988;false;9;false;off ;permitted ;true;REQ001
1028;true;2;false;off ;low ;true;REQ003
1056;false;8;false;off ;low ;true;
1099;true;0;false;off ;low ;true;
