TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
305;0;1;79;2;1;REQ010
637;0;0;81;1;1;REQ007REQ002
878;0;0;80;2;1;REQ001
1161;1;0;81;0;0;REQ007REQ012REQ004
1480;0;2;79;2;3;REQ001REQ011
1755;1;1;81;0;0;REQ008REQ003REQ012REQ004
2075;0;1;79;2;1;REQ016REQ001
2369;0;0;80;2;1;
2604;1;0;79;2;0;REQ012
2829;1;2;81;3;3;REQ014REQ003
3064;1;2;79;2;3;REQ001
3386;1;2;81;3;3;REQ003
3670;0;2;81;3;3;REQ003
3953;1;0;81;0;0;REQ012REQ004
4205;1;0;81;0;0;REQ004
4426;1;2;81;3;3;REQ004REQ014REQ003
4739;1;1;79;2;1;REQ013REQ001
4974;0;2;79;2;3;REQ011
5216;0;1;79;2;1;REQ010
5497;0;2;81;3;3;REQ007REQ002REQ011REQ003
5815;1;1;80;2;0;REQ012REQ001
6091;0;2;79;2;3;REQ011
6424;0;0;81;3;3;REQ003
6699;0;2;79;2;3;REQ011REQ001
6977;1;1;80;2;0;REQ012
