TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
48;false;10;true;off ;high ;false;REQ001REQ011REQ002
79;true;6;true;on ;low ;false;REQ004REQ003REQ010
101;false;10;true;off ;high ;false;REQ001REQ002REQ011
142;false;3;false;on ;low ;false;REQ004REQ003REQ010
192;false;0;true;on ;low ;false;
231;true;11;true;off ;high ;false;REQ001REQ002REQ011
259;false;5;true;on ;low ;false;REQ004REQ003REQ010
302;true;5;true;on ;low ;false;
324;false;4;true;on ;low ;false;
348;true;9;false;off ;permitted ;true;REQ001REQ011REQ005
360;false;10;false;off ;high ;false;REQ002REQ008
375;false;5;true;on ;low ;false;REQ004REQ003REQ010
406;false;0;true;on ;low ;false;
418;true;9;true;off ;permitted ;false;REQ001REQ011
454;false;8;true;on ;low ;false;REQ003REQ010
493;false;7;false;on ;low ;false;
539;false;9;false;off ;permitted ;false;REQ001REQ011
586;false;2;false;on ;low ;false;REQ003REQ010
603;true;8;true;on ;low ;false;
627;false;10;true;off ;high ;false;REQ001REQ011REQ002
656;true;11;false;off ;high ;false;
679;true;2;true;on ;low ;false;REQ004REQ003REQ010
707;false;10;true;off ;high ;false;REQ001REQ011REQ002
743;false;0;false;on ;low ;false;REQ004REQ003REQ010
758;false;11;false;off ;high ;false;REQ001REQ011REQ002
783;true;11;true;off ;high ;false;
799;true;0;true;on ;low ;false;REQ004REQ003REQ010
828;false;1;false;on ;low ;false;
842;false;5;false;on ;low ;false;
884;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
893;false;3;true;on ;low ;false;REQ004REQ003REQ010
910;true;6;false;off ;low ;true;REQ005REQ009
950;true;2;true;on ;low ;false;REQ006REQ010
971;true;1;false;on ;low ;false;
1012;true;4;false;on ;low ;false;
1029;false;11;true;off ;high ;false;REQ001REQ002REQ011
