TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
31;false;true;true;true;5;REQ007
73;true;true;false;true;5;REQ008
107;true;true;true;true;5;
121;true;false;false;false;4;REQ005
150;false;false;true;false;2;REQ003
199;true;true;false;true;2;
249;true;true;true;false;2;
299;false;false;false;true;1;REQ002
315;true;false;true;false;4;REQ005
363;false;true;true;false;5;REQ007
392;true;false;true;false;4;REQ005
428;false;false;false;false;3;REQ004
466;false;true;false;false;5;REQ007
479;false;false;false;true;1;REQ002
511;true;true;true;false;1;
552;false;true;false;true;5;REQ007
583;false;true;true;false;5;REQ007
618;false;true;true;false;5;REQ007
654;false;false;false;true;1;REQ002
702;false;true;true;false;5;REQ007
737;false;true;false;false;5;REQ007
785;false;true;false;true;5;REQ007
821;false;false;false;true;1;REQ002
847;false;true;true;false;5;REQ007
878;false;false;false;true;1;REQ002
