TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
306;1;1;81;0;0;REQ005REQ012REQ004
638;0;2;79;2;3;REQ011REQ001
936;0;0;81;3;3;REQ003
1246;0;1;80;2;1;REQ001REQ010
1532;0;1;79;2;1;
1776;1;1;81;0;0;REQ012REQ004
2029;1;1;80;2;0;REQ001
2336;0;1;81;1;1;REQ009REQ004REQ016REQ002
2655;0;0;79;2;1;REQ001
2946;0;1;80;2;1;REQ010
3224;0;2;79;2;3;REQ011
3476;0;1;79;2;1;REQ010
3740;1;0;81;0;0;REQ012REQ004
3960;1;1;79;2;1;REQ001REQ013
4187;1;1;80;2;1;
4512;1;2;79;2;3;REQ014
4846;1;0;80;2;0;REQ015
5161;0;1;80;2;1;REQ010
5385;0;0;80;2;1;
5643;1;1;79;2;0;REQ012
5884;0;0;80;2;0;
6143;1;2;81;0;0;REQ004REQ012
6373;0;1;81;1;1;REQ010REQ002
6674;1;2;80;2;0;REQ001REQ012
6999;1;1;79;2;1;REQ013
