TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
252;0;1;80;2;1;REQ010
566;1;2;79;2;0;REQ012
862;0;1;79;2;1;REQ010
1157;0;0;79;2;1;
1457;1;0;81;0;0;REQ007REQ012REQ004
1782;1;0;81;0;0;REQ004
2044;1;1;80;2;1;REQ013REQ001
2372;1;1;80;2;1;
2618;1;0;80;2;0;REQ015
2875;0;2;81;3;3;REQ004REQ011REQ003
3177;1;0;81;0;0;REQ003REQ012REQ004
3437;0;0;79;2;0;REQ001
3756;1;2;79;2;0;REQ012
4087;1;1;81;1;1;REQ013REQ002
4397;1;2;79;2;3;REQ001REQ014
4651;0;0;79;2;3;
4903;1;1;79;2;0;REQ012
5237;0;2;81;3;3;REQ011REQ003
5557;1;2;79;2;0;REQ001REQ012
5841;0;1;81;1;1;REQ004REQ010REQ002
6103;1;0;81;0;0;REQ012REQ004
6397;1;2;81;3;3;REQ004REQ014REQ003
6618;1;1;81;1;1;REQ003REQ013REQ002
6934;1;0;79;2;0;REQ001REQ015
7273;0;0;81;0;0;REQ009REQ004
