TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
327;0;1;80;2;1;REQ010
621;0;2;80;2;3;REQ011
858;1;1;81;0;0;REQ003REQ012REQ004
1182;0;2;79;2;3;REQ011REQ001
1454;1;1;79;2;0;REQ012
1721;0;1;81;1;1;REQ009REQ004REQ016REQ002
2037;0;0;81;1;1;REQ002
2286;1;2;80;2;0;REQ001REQ012
2605;1;0;79;2;0;
2894;1;2;80;2;3;REQ014
3189;1;1;80;2;1;REQ013
3521;1;0;81;0;0;REQ007REQ015REQ004
3826;1;1;81;1;1;REQ013REQ002
4083;1;2;79;2;3;REQ001REQ014
4362;0;2;80;2;3;
4665;0;1;80;2;1;REQ010
4981;1;2;80;2;0;REQ012
5205;1;1;81;1;1;REQ013REQ002
5487;1;0;80;2;0;REQ001REQ015
5724;1;1;81;1;1;REQ004REQ013REQ002
6047;1;1;80;2;1;REQ001
6362;0;2;79;2;3;REQ011
6671;0;2;80;2;3;
6898;0;2;81;3;3;REQ008REQ003
7172;1;2;79;2;0;REQ001REQ012
